SERIE EMPLAZAMIENTO SUR - GRUPO 1 | 'Speed 80m syn - Copy' | 'winddirection_60m  Serie 1' | Created 27/02/2019 18:30 by Windographer 4.1.14
	42.4150210	3.9679250	80.0
		16	1.00	0.00
			4.7603	4.9087	5.3653	7.4201	6.1530	3.4018	3.4247	4.5091	8.5502	8.9612	9.3265	7.4429	8.0479	6.6895	5.5479	5.4909
1	16.787	11.628	8.511	3.077	3.711	0.000	13.333	5.063	2.670	2.548	3.672	6.135	5.674	11.945	8.230	10.395
2	43.165	34.884	10.638	15.385	31.540	36.913	33.333	55.696	16.021	19.108	26.928	21.472	19.858	22.184	37.037	33.264
3	47.962	46.512	80.851	23.077	77.922	110.738	63.333	78.481	42.724	36.943	53.856	59.816	41.135	32.423	65.844	43.659
4	55.156	118.605	97.872	100.000	102.041	144.295	236.667	162.025	86.782	76.433	77.111	130.368	69.504	49.488	69.959	47.817
5	127.098	118.605	182.979	98.462	94.620	130.872	253.333	207.595	114.820	117.197	107.711	78.221	82.270	71.672	127.572	101.871
6	83.933	162.791	204.255	166.154	120.594	137.584	123.333	164.557	169.559	118.471	74.663	81.288	83.688	73.379	106.996	64.449
7	103.118	97.674	172.340	161.538	126.160	80.537	96.667	172.152	129.506	138.854	135.863	99.693	113.475	122.867	82.305	112.266
8	93.525	69.767	112.766	158.462	124.304	208.054	76.667	93.671	124.166	164.331	139.535	203.988	120.567	117.747	72.016	93.555
9	83.933	123.256	63.830	133.846	137.291	124.161	46.667	58.228	146.862	128.662	146.879	157.975	113.475	124.573	65.844	54.054
10	47.962	97.674	42.553	116.923	122.449	3.356	30.000	2.532	86.782	101.911	94.247	70.552	113.475	78.498	92.593	51.975
11	83.933	44.186	21.277	23.077	40.816	20.134	6.667	0.000	36.048	67.516	47.736	44.479	100.709	98.976	88.477	99.792
12	88.729	37.209	2.128	0.000	7.421	3.356	20.000	0.000	17.356	26.752	33.048	24.540	63.830	61.433	104.938	110.187
13	45.564	11.628	0.000	0.000	7.421	0.000	0.000	0.000	9.346	1.274	31.824	19.939	48.227	66.553	45.267	99.792
14	52.758	13.953	0.000	0.000	3.711	0.000	0.000	0.000	13.351	0.000	13.464	1.534	11.348	39.249	14.403	60.291
15	23.981	6.977	0.000	0.000	0.000	0.000	0.000	0.000	4.005	0.000	3.672	0.000	2.837	18.771	12.346	16.632
16	2.398	4.651	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.896	0.000	5.674	6.826	4.115	0.000
17	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.896	0.000	4.255	3.413	2.058	0.000
18	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
19	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
20	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
